Date,Open,High,Low,Close,Adj Close,Volume,Returns,Prev_Volume
2002-01-03,0.4107140004634857,0.42410698533058167,0.4066070020198822,0.42107099294662476,0.35838139057159424,612007200.0,0.012017168365705988,529496800.0
2002-01-04,0.41678598523139954,0.42767900228500366,0.410535991191864,0.42303600907325745,0.3600537180900574,409976000.0,0.004666709793713419,612007200.0
2002-01-07,0.42357099056243896,0.4285709857940674,0.40625,0.4089289903640747,0.3480469882488251,444584000.0,-0.033347087261169306,409976000.0
2002-01-08,0.40625,0.4116069972515106,0.4010710120201111,0.4037500023841858,0.34363919496536255,450038400.0,-0.012664761124609902,444584000.0
2002-01-09,0.4071429967880249,0.4094640016555786,0.3799999952316284,0.38660699129104614,0.3290483355522156,327835200.0,-0.04245946994899907,450038400.0
2002-01-10,0.3789289891719818,0.38321399688720703,0.36160698533058167,0.3791069984436035,0.32266485691070557,452737600.0,-0.019399527210816725,327835200.0
2002-01-11,0.3819639980792999,0.38999998569488525,0.3678570091724396,0.3758929967880249,0.31992945075035095,348801600.0,-0.008477822010074854,452737600.0
2002-01-14,0.3751789927482605,0.3821429908275604,0.3732140064239502,0.3776789903640747,0.32144951820373535,415996000.0,0.0047513350642629515,348801600.0
2002-01-15,0.3807139992713928,0.38857099413871765,0.3787499964237213,0.38749998807907104,0.32980838418006897,290320800.0,0.026003558486346057,415996000.0
2002-01-16,0.38232100009918213,0.38232100009918213,0.3660709857940674,0.3710710108280182,0.3158252239227295,566893600.0,-0.04239736195217758,290320800.0
2002-01-17,0.39214301109313965,0.4060710072517395,0.39053601026535034,0.4014289975166321,0.34166356921195984,660576000.0,0.08181179828861396,566893600.0
2002-01-18,0.39285698533058167,0.4035710096359253,0.39214301109313965,0.39589300751686096,0.33695188164711,338811200.0,-0.013790707781496936,660576000.0
2002-01-21,0.39285698533058167,0.4035710096359253,0.39214301109313965,0.39589300751686096,0.33695188164711,338811200.0,0.0,338811200.0
2002-01-22,0.39767900109291077,0.3994640111923218,0.38964301347732544,0.38964301347732544,0.3316324055194855,327314400.0,-0.01578707863201989,338811200.0
2002-01-23,0.38928601145744324,0.4114289879798889,0.38553598523139954,0.4110710024833679,0.34987005591392517,443279200.0,0.0549939002237223,327314400.0
2002-01-24,0.4091069996356964,0.41982099413871765,0.4089289903640747,0.41446399688720703,0.35275793075561523,344002400.0,0.008254034907208885,443279200.0
2002-01-25,0.4087499976158142,0.41821399331092834,0.4046429991722107,0.4151790142059326,0.353366494178772,185914400.0,0.0017251614714322017,344002400.0
2002-01-28,0.41785699129104614,0.42053601145744324,0.4057140052318573,0.41553598642349243,0.35367026925086975,186446400.0,0.0008598031339386303,185914400.0
2002-01-29,0.41464298963546753,0.42035698890686035,0.4080359935760498,0.4119639992713928,0.35063013434410095,240324000.0,-0.008596095810722959,186446400.0
2002-01-30,0.4119639992713928,0.431071013212204,0.4096429944038391,0.43017899990081787,0.3661332130432129,471576000.0,0.044215030103699426,240324000.0
2002-01-31,0.431428998708725,0.4416069984436035,0.4305360019207001,0.4414289891719818,0.3757082521915436,468445600.0,0.026151879272948486,471576000.0
2002-02-01,0.4346430003643036,0.44571399688720703,0.4346430003643036,0.4358929991722107,0.37099647521972656,398305600.0,-0.012541065801218276,468445600.0
2002-02-04,0.4342859983444214,0.45571398735046387,0.4321430027484894,0.45267900824546814,0.3852834105491638,522373600.0,0.038509471602285794,398305600.0
2002-02-05,0.44803598523139954,0.4639289975166321,0.44785699248313904,0.45446398854255676,0.38680267333984375,456887200.0,0.003943147936121383,522373600.0
2002-02-06,0.45714300870895386,0.4639289975166321,0.4312500059604645,0.4405359923839569,0.37494826316833496,597576000.0,-0.030647084278924375,456887200.0
2002-02-07,0.4401789903640747,0.45160698890686035,0.4300000071525574,0.4339289963245392,0.36932486295700073,347832800.0,-0.014997630553780672,597576000.0
2002-02-08,0.4357140064239502,0.4399999976158142,0.41732099652290344,0.42910701036453247,0.3652208149433136,355331200.0,-0.011112384746928328,347832800.0
2002-02-11,0.4273209869861603,0.4464290142059326,0.42392900586128235,0.44607099890708923,0.37965914607048035,398602400.0,0.03953323560979727,355331200.0
2002-02-12,0.4403569996356964,0.44714298844337463,0.4366070032119751,0.4412499964237213,0.3755559027194977,224280000.0,-0.01080770212629778,398602400.0
2002-02-13,0.4416069984436035,0.45071399211883545,0.4401789903640747,0.44660699367523193,0.3801153898239136,312872000.0,0.012140503784540346,224280000.0
2002-02-14,0.44732099771499634,0.45053601264953613,0.435357004404068,0.4392859935760498,0.3738843500614166,260170400.0,-0.016392488704522812,312872000.0
2002-02-15,0.4380359947681427,0.44607099890708923,0.42589300870895386,0.42678600549697876,0.3632453382015228,260187200.0,-0.028455239324417514,260170400.0
2002-02-18,0.4380359947681427,0.44607099890708923,0.42589300870895386,0.42678600549697876,0.3632453382015228,260187200.0,0.0,260187200.0
2002-02-19,0.42428600788116455,0.42625001072883606,0.4014289975166321,0.4039289951324463,0.34379127621650696,390258400.0,-0.05355613836942996,260187200.0
2002-02-20,0.4066070020198822,0.4142859876155853,0.3991070091724396,0.4130359888076782,0.3515424430370331,285443200.0,0.022546026120867646,390258400.0
2002-02-21,0.4092859923839569,0.4107140004634857,0.3830359876155853,0.3839290142059326,0.326769083738327,446751200.0,-0.07047079525871214,285443200.0
2002-02-22,0.38678601384162903,0.4098210036754608,0.3839290142059326,0.4060710072517395,0.3456144332885742,406476000.0,0.057672101421150535,446751200.0
2002-02-25,0.4080359935760498,0.4414289891719818,0.3992860019207001,0.42517900466918945,0.3618776500225067,426848800.0,0.047055803236905724,406476000.0
2002-02-26,0.42696401476860046,0.4351789951324463,0.4151790142059326,0.42267900705337524,0.35974982380867004,260131200.0,-0.005879870803496834,426848800.0
2002-02-27,0.42750000953674316,0.4330359995365143,0.3739289939403534,0.39214301109313965,0.33376002311706543,1030159200.0,-0.07224393795450446,260131200.0
2002-02-28,0.39553600549697876,0.4033930003643036,0.3812499940395355,0.38749998807907104,0.32980838418006897,456937600.0,-0.011840126899433145,1030159200.0
2002-03-01,0.39160698652267456,0.41964301466941833,0.38964301347732544,0.41874998807907104,0.3564057946205139,348992000.0,0.0806451637712653,456937600.0
2002-03-04,0.41535699367523193,0.4389289915561676,0.4064289927482605,0.4337500035762787,0.36917245388031006,348258400.0,0.03582093355039162,348992000.0
2002-03-05,0.4312500059604645,0.4362500011920929,0.41785699129104614,0.42017900943756104,0.35762208700180054,274702400.0,-0.03128759429815442,348258400.0
2002-03-06,0.41928601264953613,0.4346430003643036,0.4094640016555786,0.4298210144042969,0.3658285439014435,226206400.0,0.022947374214724148,274702400.0
2002-03-07,0.42964300513267517,0.4380359947681427,0.42160698771476746,0.435357004404068,0.3705403208732605,258249600.0,0.012879756489904581,226206400.0
2002-03-08,0.441785991191864,0.44803598523139954,0.4339289963245392,0.4403569996356964,0.37479594349861145,269774400.0,0.011484816325563862,258249600.0
2002-03-11,0.4392859935760498,0.4489290118217468,0.4303570091724396,0.44749999046325684,0.38087546825408936,262785600.0,0.01622090902033979,269774400.0
2002-03-12,0.4376789927482605,0.441785991191864,0.4303570091724396,0.4414289891719818,0.3757082521915436,254055200.0,-0.013566483621575642,262785600.0
2002-03-13,0.4351789951324463,0.4437499940395355,0.4312500059604645,0.4373210072517395,0.3722119927406311,200765600.0,-0.00930609910316027,254055200.0
2002-03-14,0.4339289963245392,0.4392859935760498,0.42625001072883606,0.4362500011920929,0.3713003695011139,217296800.0,-0.0024490158073520174,200765600.0
2002-03-15,0.4367859959602356,0.44571399688720703,0.4330359995365143,0.4455359876155853,0.3792038559913635,240900800.0,0.02128592870628676,217296800.0
2002-03-18,0.4455359876155853,0.44732099771499634,0.4342859983444214,0.441785991191864,0.3760121464729309,304556000.0,-0.008416820476816023,240900800.0
2002-03-19,0.4408929944038391,0.45178601145744324,0.4339289963245392,0.4437499940395355,0.3776837885379791,242345600.0,0.004445597838838022,304556000.0
2002-03-20,0.4403569996356964,0.4489290118217468,0.4375,0.4449999928474426,0.3787476420402527,294319200.0,0.0028168987598808926,242345600.0
2002-03-21,0.4260709881782532,0.4339289963245392,0.41535699367523193,0.4333930015563965,0.36886876821517944,616352800.0,-0.026083126915971255,294319200.0
2002-03-22,0.4325000047683716,0.4385710060596466,0.42625001072883606,0.43017899990081787,0.3661332130432129,202193600.0,-0.0074159057576761445,616352800.0
2002-03-25,0.4298210144042969,0.43017899990081787,0.41499999165534973,0.41696399450302124,0.3548857867717743,262830400.0,-0.03071978269707143,202193600.0
2002-03-26,0.4142859876155853,0.42214301228523254,0.4107140004634857,0.41892901062965393,0.3565581440925598,257840800.0,0.004712675800640165,262830400.0
2002-03-27,0.41696399450302124,0.42357099056243896,0.41535699367523193,0.41910699009895325,0.35670968890190125,127702400.0,0.0004248439825922379,257840800.0
2002-03-28,0.42321398854255676,0.42642900347709656,0.41892901062965393,0.42267900705337524,0.35974982380867004,108455200.0,0.008522923832834817,127702400.0
2002-03-29,0.42321398854255676,0.42642900347709656,0.41892901062965393,0.42267900705337524,0.35974982380867004,108455200.0,0.0,108455200.0
2002-04-01,0.41749998927116394,0.4410710036754608,0.41571399569511414,0.4367859959602356,0.3717566132545471,199046400.0,0.03337518228124092,108455200.0
2002-04-02,0.4285709857940674,0.4339289963245392,0.42625001072883606,0.4298210144042969,0.3658285439014435,203795200.0,-0.015945981831736233,199046400.0
2002-04-03,0.4294640123844147,0.4373210072517395,0.42142900824546814,0.42410698533058167,0.3609653115272522,214530400.0,-0.013293973263811876,203795200.0
2002-04-04,0.42267900705337524,0.44732099771499634,0.42267900705337524,0.4446429908275604,0.37844377756118774,338497600.0,0.04842175726243081,214530400.0
2002-04-05,0.4455359876155853,0.44982099533081055,0.4303570091724396,0.441785991191864,0.3760121464729309,278348000.0,-0.006425378774956081,338497600.0
2002-04-08,0.431428998708725,0.4407140016555786,0.42464300990104675,0.4385710060596466,0.3732757866382599,261514400.0,-0.007277245535884713,278348000.0
2002-04-09,0.4391070008277893,0.4464290142059326,0.42875000834465027,0.4303570091724396,0.36628463864326477,191531200.0,-0.01872900117362042,261514400.0
2002-04-10,0.4323210120201111,0.4455359876155853,0.42875000834465027,0.4403569996356964,0.37479594349861145,224980000.0,0.023236499580862935,191531200.0
2002-04-11,0.44696399569511414,0.44999998807907104,0.4419640004634857,0.443928986787796,0.37783610820770264,407254400.0,0.008111571191225853,224980000.0
2002-04-12,0.44660699367523193,0.44946399331092834,0.4387499988079071,0.44749999046325684,0.38087546825408936,320241600.0,0.008044087639557107,407254400.0
2002-04-15,0.44749999046325684,0.44910699129104614,0.4428569972515106,0.4464290142059326,0.37996384501457214,299370400.0,-0.0023932430841295815,320241600.0
2002-04-16,0.44910699129104614,0.4641070067882538,0.44857099652290344,0.45964300632476807,0.3912106156349182,614577600.0,0.029599312988962678,299370400.0
